x_0,y_0,theta,v_p,v_c,OF1,OF3,OF2,Simulator,SafeViol
66.385414,43.593641,152.52947,2.45782,14.010659,0.552517,0.078618,0.014138,PreScan,False
66.389545,43.593623,152.53235,2.457822,14.010557,0.553213,0.078804,0.009349,PreScan,False
66.527047,45.751977,145.618691,2.202733,21.156405,0.559912,0.05191,0,PreScan,True
66.647416,43.580517,141.101668,2.610295,21.011215,0.476222,0.04871,0.055234,PreScan,True
66.654663,43.545682,140.980142,2.600258,21.011512,0.521785,0.049626,0.011082,PreScan,True
66.676848,43.622036,141.562019,2.62496,20.971802,0.445117,0.048498,0.088367,PreScan,True
66.686118,43.624416,141.64694,2.623496,20.964093,0.45541,0.049542,0.085407,PreScan,True
67.031797,40.700376,82.345667,2.727456,21.928857,0.316242,0.054994,0,PreScan,True
67.098419,40.556261,84.344841,2.651595,22.138761,0.149154,0.073173,0.013108,PreScan,True
67.164307,40.611316,82.71828,2.657741,21.985591,0.05494,0.054286,0.116056,PreScan,True
67.204618,40.60882,82.792714,2.650748,22.028942,0.067582,0.050757,0.149147,PreScan,True
67.223724,40.632615,84.672023,2.671613,22.077024,0.103788,0.081041,0.084531,PreScan,True
67.223912,40.634997,84.67548,2.672074,22.076929,0.104947,0.080982,0.08087,PreScan,True
67.759863,39.119508,43.444632,3.908121,20.344033,0.73022,0.058693,0,PreScan,True
67.847073,45.611541,113.32558,1.37644,23.787534,0.345451,0.049281,0,PreScan,True
68.100493,45.629253,112.041375,1.339988,23.83537,0.314048,0.056268,0,PreScan,True
68.112765,45.641313,112.534221,1.333931,23.837295,0.295435,0.054751,0,PreScan,True
68.148872,45.636332,111.576579,1.330999,23.834208,0.310228,0.05922,0,PreScan,True
68.605434,39.122791,43.023026,3.794449,20.269131,0.487148,0.057541,0,PreScan,True
68.820713,45.528039,108.779859,1.124619,24.466458,0.318337,0.040999,0,PreScan,True
69.036009,42.294708,76.236613,2.064333,22.484157,0.226565,0.045701,0.021793,PreScan,True
69.051819,39.136282,43.780907,3.721891,20.288571,0.450938,0.05789,0,PreScan,True
69.0752,42.255069,76.199198,2.033177,22.487273,0.358142,0.046829,0.004208,PreScan,True
69.910203,45.298917,98.84589,1.010699,23.691884,0.570132,0.048431,0,PreScan,True
73.533722,42.163151,137.30053,2.16075,14.540113,0.056189,4,0,PreScan,True
74.401824,38.745614,67.639517,2.953473,20.867012,0.256016,0.056023,0.038753,PreScan,True
74.407105,38.744414,67.746388,2.953617,20.859912,0.267077,0.056617,0.032171,PreScan,True
74.434346,38.744404,67.732641,2.953616,20.855414,0.266377,0.05883,0.01836,PreScan,True
74.440949,38.744173,67.77752,2.953344,20.858286,0.26691,0.058214,0.008787,PreScan,True
74.441082,38.74444,67.777766,2.953616,20.857982,0.268253,0.058287,0.004864,PreScan,True
74.481849,38.592585,67.708025,2.96757,20.824214,0.188794,0.069284,0.051422,PreScan,True
74.484076,38.747686,68.048,2.959833,20.864618,0.311599,0.056917,0,PreScan,True
74.48533,38.591649,67.708894,2.967986,20.823226,0.190786,0.069641,0.032662,PreScan,True
74.83687,38.831189,70.019669,2.924109,20.894827,0.380441,0.050082,0,PreScan,True
76.025641,44.683837,153.583933,3.600362,25,0.213121,0.106164,0,PreScan,True
76.080219,44.619835,153.05127,3.590568,25,0.219218,0.110121,0,PreScan,True
76.215153,44.79293,155.638062,3.589672,24.982435,0.04424,4,0,PreScan,True
76.220309,44.79139,151.999223,3.568024,24.917916,0.554171,0.039714,0,PreScan,True
76.220946,44.795067,151.976279,3.565247,24.924574,0.555709,0.039963,0,PreScan,True
76.240836,44.764986,155.845598,3.592484,25,0.06536,4,0,PreScan,True
77.04591,35.159895,76.110723,2.097875,11.753361,0.323216,0.102026,0.022313,PreScan,False
77.421432,35,76.439667,2.098018,11.72154,0.277323,0.097516,0.063462,PreScan,False
77.864846,35.495513,76.465758,2.097883,11.7337,0.828925,0.091183,0,PreScan,False
78.355576,41.273591,98.358856,2.364457,23.159659,0.287687,0.04254,0,PreScan,True
78.55391,41.206086,98.447438,2.314104,23.141907,0.133044,0.05506,0,PreScan,True
78.59369,35.404776,75.75653,2.096383,11.791407,0.776169,0.101627,0,PreScan,False
78.726581,42.833155,144.885665,3.146194,22.97601,0.383593,0.045579,0,PreScan,True
78.767275,42.788911,144.901723,3.146595,23.000765,0.450652,0.046687,0.058653,PreScan,True
78.781159,42.769154,144.353003,3.1364,22.967012,0.385098,0.050806,0.001678,PreScan,True
78.833717,41.544314,95.596676,2.386074,25,0.189308,0.039687,0,PreScan,True
78.866885,41.548891,95.596341,2.381796,24.99933,0.168949,0.03976,0,PreScan,True
78.89648,42.85968,145.181672,3.158136,23.026636,0.398273,0.045011,0,PreScan,True
79.383629,41.363451,96.567029,2.251676,23.596347,0.06151,0.04201,0,PreScan,True
79.53744,41.3601,98.271465,2.287305,23.139797,0.249907,0.046497,0,PreScan,True
79.761921,41.281519,97.680534,2.231276,23.163011,0.103645,0.059479,0,PreScan,True
81.364459,41.881062,119.311991,2.615854,23.362685,0.620791,0.061901,0,PreScan,True
81.566627,39.706152,60.431638,2.170046,17.925416,0.05382,0.062097,0,PreScan,False
81.571275,39.706003,60.423784,2.170176,17.926205,0.054258,0.062193,0,PreScan,False
81.571375,39.706,60.393153,2.169953,17.925337,0.054532,0.06257,0,PreScan,False
82.777569,39.690189,59.772794,2.178115,17.736493,0.263754,0.060226,0,PreScan,False
82.790902,39.696221,59.802484,2.174453,17.748756,0.25017,0.060403,0,PreScan,False
83.054759,39.697517,59.446876,2.143507,17.812961,0.087626,0.059929,0,PreScan,False
83.080455,36.885617,94.771567,3.41642,23.336363,0.084008,0.070733,0.277639,PreScan,True
83.080828,36.805758,94.705756,3.420641,23.339369,0.048726,0.071075,0.343612,PreScan,True
83.092993,36.948144,94.833718,3.398365,23.331414,0.096645,0.070341,0.1449,PreScan,True
83.2354,40.299089,113.010513,2.384501,19.667991,0.377936,0.081963,0,PreScan,True
83.266251,36.755585,94.797999,3.384123,23.32356,0.14677,0.051837,0.474632,PreScan,True
83.437007,36.744821,95.254132,3.386438,23.211454,0.09485,0.052326,0.418253,PreScan,True
84.232429,43.955667,111.736432,1,15.572422,0.070303,0.063036,0,PreScan,False
84.433819,45.216639,130.195077,1,15.986626,0.302205,0.061118,0,PreScan,False
84.435127,45.216645,130.197509,1,15.987212,0.301752,0.061126,0,PreScan,False
84.445516,45.204729,130.229093,1,16.085307,0.268283,0.062819,0,PreScan,False
84.455137,45.214644,130.243164,1,16.0854,0.279109,0.063459,0,PreScan,False
84.456445,45.214651,130.245596,1,16.085986,0.278614,0.063408,0,PreScan,False
84.47891,39.112368,121.148789,3.61877,22.796594,0.925661,0.055785,0,PreScan,True
84.489865,39.118569,121.053954,3.59928,22.793854,0.896523,0.056337,0,PreScan,True
84.512653,39.11804,121.047112,3.591082,22.766016,0.888788,0.059847,0,PreScan,True
84.703547,38.048965,65.78246,2.305477,16.96224,0.382009,0.062259,0,PreScan,False
84.84482,45.414417,127.939574,1,18.534285,0.11617,0.066683,0,PreScan,False
84.935147,38.751239,120.554204,3.170894,21.799296,0.149678,0.08596,0.206668,PreScan,True
84.94227,38.740213,120.448642,3.234187,21.816786,0.053938,4,0.012317,PreScan,True
84.976013,38.745885,120.346966,3.206499,21.786208,0.006548,4,0.095323,PreScan,True
84.987976,45.209743,129.945144,1,16.087234,0.310119,0.061426,0,PreScan,False
84.989546,38.71568,120.344809,3.160328,21.773058,0.159758,0.047566,0.06746,PreScan,True
85,44.962806,136.512719,1,14.122228,0.111469,0.072991,0,PreScan,False
85,46.212218,135.41899,1,18.56265,0.511835,0.055998,0,PreScan,False
20,48,80.30703,1.45468,14.6245,1.199936,0.137471,0,Pro-SiVIC,False
20,48,85.98182,1,8.42144,1.591298,0.340151,0,Pro-SiVIC,False
20,48,93.40493,1,7.39216,1.877765,0.417118,0,Pro-SiVIC,False
20.20139,48,80.2466,1.45397,14.58183,1.224959,0.148677,0,Pro-SiVIC,False
20.27581,41.63575,100.65989,4.52391,7.5128,3.735132,0.460063,0.051888,Pro-SiVIC,False
20.28633,41.77588,100.44084,4.36448,7.51517,3.539104,0.426467,0.154318,Pro-SiVIC,False
20.29235,41.64091,100.73394,4.41147,7.51123,3.428157,0.426747,0.074541,Pro-SiVIC,False
20.29273,41.63956,100.73021,4.41008,7.51123,3.427019,0.426727,0.068801,Pro-SiVIC,False
20.41492,48,94.51868,1,7.67033,1.825965,0.378292,0,Pro-SiVIC,False
21.78103,41.01647,89.81448,3.97379,7.40368,4.21075,0.48945,0.305052,Pro-SiVIC,False
21.96281,45.5323,93.43858,2.02375,7.62066,2.739186,0.409531,0,Pro-SiVIC,False
21.96598,45.60126,93.30674,2.03253,7.60983,3.019244,0.434572,0,Pro-SiVIC,False
22.38116,46.68637,83.60046,2.63583,20.60962,0.781616,0.063585,0,Pro-SiVIC,True
23.24803,46.67499,86.32451,2.67331,20.39965,0.948341,0.066913,0,Pro-SiVIC,True
23.26289,46.69393,86.2971,2.67101,20.40695,0.965229,0.068346,0,Pro-SiVIC,True
23.29285,46.67297,85.53358,2.64132,19.57971,1.044914,0.071823,0,Pro-SiVIC,True
23.58998,48,81.09669,1,14.80368,0.797192,0.099198,0,Pro-SiVIC,False
24.37819,48,80.34738,1.0079,14.93165,0.846856,0.132963,0,Pro-SiVIC,False
24.97821,44.92828,88.14782,3.84475,21.48309,0.632537,0.067511,0.06205,Pro-SiVIC,True
25.24515,48,134.51285,1.19624,10.00136,1.192129,0.211194,0,Pro-SiVIC,False
25.46783,46.9332,82.23759,1.4304,13.72357,0.808643,0.098728,0,Pro-SiVIC,False
25.93314,48,133.55024,1.15307,10.32858,1.154105,0.177998,0,Pro-SiVIC,False
26.54018,48,127.25113,1,4.70985,8.189317,1.562824,0,Pro-SiVIC,False
27.17899,48,133.72547,1,10.42561,0.972495,0.141215,0,Pro-SiVIC,False
27.25837,48,132.73495,1.10611,9.89915,1.28468,0.241571,0,Pro-SiVIC,False
27.81021,46.72252,113.06277,1.15696,4.20832,14.071366,2.075312,0,Pro-SiVIC,True
27.82651,46.73857,112.73103,1.09796,4.23446,9.468567,1.935669,0,Pro-SiVIC,False
27.86782,46.57448,112.71573,1.06975,4.23583,8.302383,1.759308,0,Pro-SiVIC,False
28.35581,44.86419,125.84088,2.02462,4.62923,7.68293,1.272499,0,Pro-SiVIC,False
28.4501,44.85573,125.33228,2.05347,4.66744,8.028708,4,0,Pro-SiVIC,True
28.47191,44.85875,125.66547,2.01937,4.66328,7.676224,4,0,Pro-SiVIC,True
28.55089,48,135.06486,1.1748,4.98235,9.25739,1.555791,0,Pro-SiVIC,False
29.00466,36.4266,54.39158,5,15.56934,3.023173,4,0.107305,Pro-SiVIC,True
30.54779,40.89036,124.83074,4.54179,8.60813,2.184076,0.219035,0,Pro-SiVIC,False
30.70261,35.60525,54.99736,5,15.42224,3.160431,4,0.047833,Pro-SiVIC,True
30.70802,38.75316,80.90288,3.00389,4.62697,15.266082,3.1131,0,Pro-SiVIC,True
30.73483,38.72728,81.25894,3.02228,4.61266,15.35056,3.138467,0,Pro-SiVIC,True
30.73598,36.52071,63.21392,4.62357,15.34475,2.682491,4,0.089479,Pro-SiVIC,True
31.002,36.48884,61.18358,4.6074,15.12598,2.581838,4,0.109185,Pro-SiVIC,True
31.01744,36.44113,63.29408,4.63031,14.89262,2.328392,4,0.026768,Pro-SiVIC,True
31.13131,36.37204,60.5003,4.66486,15.59673,2.907009,4,0.077728,Pro-SiVIC,True
31.46567,35.99772,57.70632,4.99453,16.04204,2.837913,4,0.042828,Pro-SiVIC,True
31.46606,38.88958,74.02175,3.98354,14.96905,1.197527,4,0.236467,Pro-SiVIC,True
31.7138,35.06087,54.17244,5,15.79808,3.725526,4,0.098382,Pro-SiVIC,True
31.7284,36.32522,55.85341,4.64198,15.53728,3.02373,4,0.028951,Pro-SiVIC,True
31.87098,36.24057,58.91841,4.62412,15.46145,2.876079,4,0.095214,Pro-SiVIC,True
31.95452,36.35779,58.27929,4.63056,16.38253,3.402412,4,0.081783,Pro-SiVIC,True
32.04296,36.22471,55.23842,4.6535,16.17662,3.495306,4,0.044605,Pro-SiVIC,True
32.1341,36.48836,60.4228,4.62068,16.25808,3.048369,4,0.101006,Pro-SiVIC,True
32.30771,36.42448,54.50557,4.6659,16.24719,3.296283,4,0.095743,Pro-SiVIC,True
32.32554,36.59646,55.52016,4.59299,15.98644,3.04081,4,0.094604,Pro-SiVIC,True
32.33064,36.07504,55.08514,4.64945,15.76299,3.288384,4,0.050945,Pro-SiVIC,True
32.33088,36.07551,55.08503,4.64946,15.76307,3.287875,4,0.050624,Pro-SiVIC,True
32.33165,36.0745,55.10203,4.64929,15.75501,3.287387,4,0.028769,Pro-SiVIC,True
32.34599,35.8637,58.27432,4.64764,15.40259,3.053407,4,0.051928,Pro-SiVIC,True
32.38207,36.07495,55.08023,4.64961,15.76074,3.269538,4,0.067397,Pro-SiVIC,True
32.5692,36.09856,57.77432,4.63469,15.85164,3.134415,4,0.000546,Pro-SiVIC,True
32.57193,36.0983,57.5416,4.63496,15.84939,3.13904,4,0.062206,Pro-SiVIC,True
32.86809,35.15471,47.50846,5,15.9716,4.003782,4,0.009504,Pro-SiVIC,True
32.9258,36.61015,54.13362,4.5768,16.1388,3.103058,4,0.074283,Pro-SiVIC,True
33.03826,35.79503,55.32914,4.69255,16.09181,3.491805,4,0.009575,Pro-SiVIC,True
33.04494,35.78545,55.32875,4.69129,16.07692,3.484356,4,0.072763,Pro-SiVIC,True
33.07106,37.07224,56.26976,4.21438,14.61945,2.264078,4,0.048346,Pro-SiVIC,True
33.28456,36.08085,52.41154,4.6338,15.62367,3.153938,4,0.03973,Pro-SiVIC,True
33.29398,35.93951,55.71285,4.65524,16.22658,3.417346,4,0.112151,Pro-SiVIC,True
33.42462,45.74489,64.43672,1.74922,17.56863,0.113823,0.060095,0,Pro-SiVIC,False
33.439,35.99807,55.81679,4.65367,16.47659,3.485012,4,0.029293,Pro-SiVIC,True
33.53997,37.11384,53.23722,4.16144,14.9798,2.718229,4,0.028532,Pro-SiVIC,True
33.63893,37.22915,48.2368,4.22135,14.12351,2.187515,4,0.009201,Pro-SiVIC,True
33.66663,46.78295,103.38034,1,7.88121,2.019755,0.469635,0,Pro-SiVIC,False
33.67578,36.98578,52.22801,4.18523,15.09396,2.898006,4,0.036095,Pro-SiVIC,True
33.77721,37.02507,53.21097,4.16495,15.03704,2.768625,4,0.011525,Pro-SiVIC,True
33.79582,43.17084,105.32109,3.84105,21.88475,0.146619,0.082818,0.092574,Pro-SiVIC,True
33.81395,43.16992,105.32269,3.83967,21.88373,0.152717,0.083616,0.019004,Pro-SiVIC,True
33.92598,36.98274,56.94956,4.1644,15.01185,2.497013,4,0.080686,Pro-SiVIC,True
34.2392,43.25796,104.10867,3.84874,21.85101,0.091874,0.05647,0.144987,Pro-SiVIC,True
34.23933,43.44929,104.50416,3.9147,21.82709,0.354507,4,0.219083,Pro-SiVIC,True
34.24187,43.4532,104.50451,3.91486,21.82758,0.358746,4,0.211046,Pro-SiVIC,True
34.2489,43.34397,104.25889,3.90723,21.83073,0.24994,4,0.121088,Pro-SiVIC,True
34.25964,43.42105,104.04479,3.83299,21.84382,0.237506,4,0.308887,Pro-SiVIC,True
34.25981,43.42077,104.04123,3.8322,21.84328,0.236921,4,0.309973,Pro-SiVIC,True
34.28582,43.25759,104.09242,3.84513,21.84653,0.128884,0.058986,0.393391,Pro-SiVIC,True
34.33985,46.78391,103.12487,1,7.88176,2.237917,0.468343,0,Pro-SiVIC,False
34.36103,44.53448,75.77853,1.63798,11.72791,0.562564,0.093487,0,Pro-SiVIC,False
34.47149,46.6148,108.59168,2.43549,22.391,1.255944,0.115792,0,Pro-SiVIC,True
34.69021,44.50989,75.94213,1.69559,11.94416,0.667136,0.092931,0,Pro-SiVIC,False
34.84953,39.11172,90.59241,2.58248,3.79419,19.038601,4,0,Pro-SiVIC,True
35.21923,43.48935,75.2556,1.91837,11.85804,0.448757,0.104517,0.085031,Pro-SiVIC,False
35.31994,39.44811,87.36311,2.63768,5.26008,15.094564,2.538476,0,Pro-SiVIC,True
35.44633,39.52817,84.5218,2.79478,5.44625,16.299376,2.773098,0,Pro-SiVIC,True
35.59475,45.57984,116.05853,1.58734,9.07367,1.970225,0.361067,0,Pro-SiVIC,False
35.62985,45.5269,115.58232,1.58957,8.79062,2.182075,0.384648,0,Pro-SiVIC,False
35.79299,39.39509,95.08259,2.62923,4.52435,16.861951,2.993509,0,Pro-SiVIC,True
36.00055,39.01279,87.65891,2.78473,5.41436,15.423756,2.322099,0,Pro-SiVIC,True
36.15122,39.11888,87.55829,2.74719,5.70506,14.369683,2.045204,0,Pro-SiVIC,True
36.6286,39.33743,87.1233,2.6113,5.59461,14.678728,2.10214,0,Pro-SiVIC,True
36.72573,39.41886,88.11478,2.61962,5.28465,16.078841,2.684154,0,Pro-SiVIC,True
36.7791,39.41536,88.08894,2.61974,5.28442,16.137561,2.69689,0,Pro-SiVIC,True
36.84848,41.13204,87.61854,2.25941,6.32146,12.841868,1.504625,0,Pro-SiVIC,False
36.84854,41.12516,87.61846,2.25947,6.32153,12.810985,1.504186,0,Pro-SiVIC,False
36.84855,41.13118,87.61873,2.25918,6.3215,12.841602,1.504485,0,Pro-SiVIC,False
36.84911,41.03587,87.6342,2.25407,6.32474,10.115308,1.481359,0,Pro-SiVIC,False
36.84912,41.03016,87.63391,2.25446,6.32483,10.114247,1.481696,0,Pro-SiVIC,False
36.84913,41.03617,87.63417,2.25416,6.3248,10.143518,1.481315,0,Pro-SiVIC,False
36.84919,41.02929,87.6341,2.25422,6.32487,10.113715,1.483918,0,Pro-SiVIC,False
36.89498,41.12731,87.63535,2.2541,6.32585,12.805478,1.505382,0,Pro-SiVIC,False
36.96745,39.34688,88.05956,2.60978,6.05667,12.982015,1.706925,0,Pro-SiVIC,False
37.09189,39.47017,88.0435,2.55201,5.753,14.098868,2.080432,0,Pro-SiVIC,True
37.18005,39.13829,89.57582,2.63431,4.85536,17.569964,3.030527,0,Pro-SiVIC,True
37.26922,39.54079,97.65168,2.64734,5.2397,15.35676,2.284693,0,Pro-SiVIC,True
37.30616,39.20664,90.21505,2.65401,5.41651,15.61259,2.275851,0,Pro-SiVIC,True
37.61334,39.29996,97.83682,2.63455,4.99604,16.018411,2.356961,0,Pro-SiVIC,True
37.81075,39.72631,89.85238,2.58987,6.16848,13.778835,1.857656,0,Pro-SiVIC,False
37.82528,39.33108,91.13492,2.57757,5.60039,14.805017,2.148974,0,Pro-SiVIC,True
37.86975,39.33234,91.09491,2.57611,5.60706,14.829251,2.15128,0,Pro-SiVIC,True
38.4934,39.03555,85.49833,2.60876,5.5766,16.212809,2.402356,0,Pro-SiVIC,True
38.70151,38.21468,83.99991,2.50442,3.77738,22.35018,4,0,Pro-SiVIC,True
38.89445,46.44986,73.12721,1,13.54041,0.466449,0.080797,0,Pro-SiVIC,False
38.92336,38.19207,86.3466,2.58805,4.36096,20.054982,4,0,Pro-SiVIC,True
39.47579,46.42097,73.75507,1.03341,13.63811,0.563015,0.110626,0,Pro-SiVIC,False
39.49413,46.42103,73.72724,1.03478,13.63677,0.567589,0.111999,0,Pro-SiVIC,False
40.07957,42.99034,55.43727,2.01469,7.11516,15.38395,1.854621,0,Pro-SiVIC,False
40.24605,41.10804,85.27098,2.1111,7.04511,8.909415,1.158111,0,Pro-SiVIC,False
42.36311,45.87701,100.60493,1,8.09734,2.244611,0.469838,0,Pro-SiVIC,False
42.38061,45.8721,100.60538,1,8.0957,2.237478,0.47274,0,Pro-SiVIC,False
42.58021,39.38995,58.52786,2.69113,13.07793,1.02073,0.275307,0.100553,Pro-SiVIC,False
42.58184,39.39546,58.52419,2.69093,13.07477,1.016508,0.275421,0.080267,Pro-SiVIC,False
42.5821,39.38812,58.52531,2.69097,13.07749,1.023357,0.275768,0.094432,Pro-SiVIC,False
42.71255,39.43617,58.62373,2.70452,13.16839,0.958508,0.257366,0.091135,Pro-SiVIC,False
42.71403,39.43661,58.62479,2.70335,13.16555,0.961838,0.258073,0.07671,Pro-SiVIC,False
42.71751,39.44882,58.60598,2.70024,13.16787,0.960811,0.25752,0.087028,Pro-SiVIC,False
42.79508,39.3925,58.50032,2.68969,13.23854,1.093617,0.295518,0.096564,Pro-SiVIC,False
42.79523,39.39253,58.50146,2.68969,13.23761,1.093544,0.295774,0.091674,Pro-SiVIC,False
43.09777,43.93341,100.33617,1.5392,8.13014,5.464594,0.626296,0,Pro-SiVIC,False
43.10451,43.94565,100.33298,1.56132,8.1301,6.007344,0.843034,0,Pro-SiVIC,False
44.03284,43.34579,101.34653,1.53414,8.25,2.646817,0.433992,0,Pro-SiVIC,False
44.80535,39.78815,88.13501,4.05473,22.98422,1.047979,0.143615,1.498593,Pro-SiVIC,True
44.92743,40.55544,111.14479,2.47216,9.24347,1.951847,0.259476,0,Pro-SiVIC,False
44.94365,40.71752,111.72135,2.43615,9.23288,1.931564,0.264888,0,Pro-SiVIC,False
44.94806,40.49568,111.50773,2.4652,9.27076,1.807839,0.235018,0,Pro-SiVIC,False
45.71464,38.44854,90.86899,4.49299,22.79513,1.36951,4,2.220485,Pro-SiVIC,True
45.71801,39.67318,112.05395,2.74777,9.25392,2.187529,0.274286,0,Pro-SiVIC,False
45.73761,39.60807,111.99699,2.75197,9.23312,2.167128,0.281628,0,Pro-SiVIC,False
45.73951,38.42835,95.24265,4.47094,22.26364,1.378498,4,0.941078,Pro-SiVIC,True
45.75192,38.43788,95.25572,4.48433,22.26542,1.34245,4,0.873012,Pro-SiVIC,True
47.36841,43.07006,146.05705,2.35544,1.04836,31.914572,4,0,Pro-SiVIC,True
47.38408,43.20782,145.97267,2.29157,1.03709,32.199953,4,0,Pro-SiVIC,True
47.41682,43.72707,148.33445,2.46641,2.0759,27.653973,4,0,Pro-SiVIC,True
47.45634,43.11483,145.66013,2.43433,1.26958,31.384113,4,0,Pro-SiVIC,True
47.51774,35,50.1489,3.16594,7.71983,12.788439,1.652345,0,Pro-SiVIC,False
48.21144,35.31861,48.89633,3.1596,7.64691,14.276298,2.122647,0,Pro-SiVIC,True
48.48096,46.1777,142.88811,1.13027,2.09162,32.282964,4,0,Pro-SiVIC,True
50.73341,39.41234,42.51675,2.92136,14.60476,1.332751,4,0.081191,Pro-SiVIC,True
50.77893,38.04463,52.60109,2.71024,14.62819,2.326396,4,0.007932,Pro-SiVIC,True
50.93254,44.10279,40,1.51969,6.49872,19.43931,2.415038,0,Pro-SiVIC,True
50.93411,44.10281,40.0462,1.5209,6.49987,19.488211,2.465498,0,Pro-SiVIC,True
50.93417,44.10281,40.04397,1.52124,6.49936,19.493143,2.466716,0,Pro-SiVIC,True
50.9343,44.1028,40.04363,1.52133,6.49963,19.492111,2.466063,0,Pro-SiVIC,True
50.93977,44.10292,40.03703,1.52681,6.50257,19.612224,2.464863,0,Pro-SiVIC,True
50.94961,44.1028,40.11235,1.52043,6.49798,19.53276,2.47196,0,Pro-SiVIC,True
50.95016,44.1028,40.11068,1.52014,6.49804,19.531783,2.472546,0,Pro-SiVIC,True
51.29595,44.1012,42.62789,1.43286,6.54067,18.656881,2.22193,0,Pro-SiVIC,True
51.41881,39.81382,64.31367,2.21266,14.62193,1.468378,4,0.014827,Pro-SiVIC,True
51.60545,39.72983,40,3.87872,22.83799,2.588086,4,0.006292,Pro-SiVIC,True
51.61276,37.40123,51.07155,2.7759,14.90765,2.922908,4,0.008503,Pro-SiVIC,True
51.61628,37.52465,51.89728,2.77925,14.91111,2.713354,4,0.064012,Pro-SiVIC,True
52.13815,45.23777,54.67068,1.51714,21.24344,0.386935,0.062727,0,Pro-SiVIC,True
52.14918,45.19901,54.65576,1.42155,21.4855,0.677899,0.086381,0.158365,Pro-SiVIC,True
52.14966,45.29922,54.66533,1.4077,21.4357,0.601175,0.087287,0.02524,Pro-SiVIC,True
52.26406,37.42349,51.58542,3.96564,23.05472,3.484394,4,0.068902,Pro-SiVIC,True
52.38408,39.20311,65.05726,2.50994,14.59488,0.778527,0.195435,0.02451,Pro-SiVIC,False
52.3922,39.17568,63.31367,2.50599,14.60988,0.915092,0.216291,0.09191,Pro-SiVIC,False
52.40424,38.83831,52.41163,2.27945,14.07053,2.483277,4,0.045327,Pro-SiVIC,True
52.6838,45.34882,56.6085,1.55303,21.45016,0.148384,0.057376,0,Pro-SiVIC,True
52.68522,45.27077,56.32265,1.44176,21.45743,0.463386,0.054857,0,Pro-SiVIC,True
52.69413,45.27143,56.25556,1.44106,21.4575,0.467143,0.055067,0,Pro-SiVIC,True
52.99226,46.37523,132.19705,1.20572,18.04636,0.092862,4,0,Pro-SiVIC,True
53.1174,38.24912,57.11516,3.49429,22.98565,3.156846,4,0.007315,Pro-SiVIC,True
53.47733,41.98941,138.93336,3.14871,10.75475,1.613336,0.205136,0,Pro-SiVIC,False
53.64233,46.40929,131.85589,1.20156,18.05404,0.161005,0.077718,0,Pro-SiVIC,False
53.91509,46.3669,133.38159,1.19912,18.05924,0.063231,4,0,Pro-SiVIC,True
53.91586,46.36691,133.38177,1.19912,18.05924,0.063478,4,0,Pro-SiVIC,True
53.92055,46.36915,133.36442,1.19885,18.05958,0.067424,4,0,Pro-SiVIC,True
53.92813,46.36865,133.37082,1.19864,18.05943,0.069975,4,0,Pro-SiVIC,True
53.92868,46.36733,133.36736,1.19884,18.05945,0.069384,4,0,Pro-SiVIC,True
53.98199,46.96157,64.97608,1,21.1568,0.52876,0.064734,0,Pro-SiVIC,True
58.13701,40.00751,136.016,2.94877,10.85818,0.39371,4,0.053385,Pro-SiVIC,True
58.96231,39.98773,134.80333,2.97374,10.72937,0.894817,0.140071,0,Pro-SiVIC,False
64.22302,37.66763,104.70077,2.90287,21.4052,2.975087,4,0.100058,Pro-SiVIC,True
64.23121,37.6692,104.71683,2.91099,21.39791,2.951423,4,0.024736,Pro-SiVIC,True
66.15036,39.6424,117.01343,2.56558,20.93871,2.312199,4,0.230946,Pro-SiVIC,True
66.88639,42.55318,157.69819,5,14.9449,0.251197,4,0,Pro-SiVIC,True
68.06742,44.56516,134.01446,1.75978,23.21139,0.703334,0.103146,0.141291,Pro-SiVIC,True
68.39265,43.06007,129.41584,2.09614,22.82602,1.148512,0.123107,0.122872,Pro-SiVIC,True
68.3933,43.06138,129.40873,2.09649,22.81805,1.146567,0.123478,0.091584,Pro-SiVIC,True
68.39588,43.05497,129.48283,2.0959,22.82816,1.158459,0.123033,0.132463,Pro-SiVIC,True
68.89606,43.41932,131.17906,2.12105,23.00031,0.874398,0.091988,0.052197,Pro-SiVIC,True
68.89848,43.41687,131.22929,2.12059,23.00409,0.880179,0.091704,0.066403,Pro-SiVIC,True
69.9037,41.31963,154.00361,3.7701,8.55748,2.470531,0.329695,0,Pro-SiVIC,False
69.96118,43.11124,130.88316,2.11113,22.96144,1.102664,0.117587,0.086557,Pro-SiVIC,True
70.38582,40.9052,50.81239,1.97313,22.00176,2.702349,4,0.008199,Pro-SiVIC,True
70.39129,40.90517,50.81299,1.97324,22.00364,2.702006,4,0.007921,Pro-SiVIC,True
70.52234,40.92718,50.58663,1.96315,22.15792,2.753953,4,0.017553,Pro-SiVIC,True
70.52566,40.92722,50.70564,1.96103,22.16446,2.750286,4,0.062761,Pro-SiVIC,True
71.0711,46.66753,48.11373,1,24.19613,0.1203,0.043174,0,Pro-SiVIC,True
71.40493,44.72206,154.10914,4.03012,24.81672,0.36183,0.168703,0,Pro-SiVIC,True
71.49162,44.74076,154.126,4.0297,24.81673,0.370484,0.17196,0,Pro-SiVIC,True
71.60469,40.95014,50.97453,1.93301,21.93383,2.653734,4,0.033534,Pro-SiVIC,True
