id,ps_x,ps_y,ps_orient,ps_vp,ps_vc,ps_of1,ps_of2,ps_of3,ps_det,ps_col,sivic_x,sivic_y,sivic_orient,sivic_vp,sivic_vc,sivic_of1,sivic_of2,sivic_of3,sivic_det,sivic_col,sivic_conf,theory_of1,SafeViol
76,34.2392,43.25796,104.10867,3.84874,21.85101,0.091874,0.05647,0.144987,0,1,248.4608,308.49204,-75.891331,3.848736,78.663644,0.304211,4,2.854611,0,1,0.3,5.482856,1
77,34.23933,43.44929,104.50416,3.9147,21.82709,0.354507,4,0.219083,0,1,248.460675,308.30071,-75.495845,3.914698,78.57753,0.029052,4,0.015707,0,1,0.6,5.236462,1
78,34.24187,43.4532,104.50451,3.91486,21.82758,0.358746,4,0.211046,0,1,248.458133,308.296803,-75.495492,3.914858,78.579273,0.029257,4,0.007664,0,1,0.4,5.232403,1
79,34.2489,43.34397,104.25889,3.90723,21.83073,0.24994,4,0.121088,0,1,248.451097,308.406034,-75.74111,3.907229,78.590616,0.142122,4,2.805327,0,1,0.5,5.365638,1
80,34.25964,43.42105,104.04479,3.83299,21.84382,0.237506,4,0.308887,0,1,248.440356,308.328953,-75.95521,3.832989,78.637735,0.195732,4,2.719384,0,1,0.35,5.329032,1
81,34.25981,43.42077,104.04123,3.8322,21.84328,0.236921,4,0.309973,0,1,248.440189,308.329227,-75.958768,3.832196,78.635803,0.196462,4,2.716726,0,1,0.5,5.32979,1
82,34.28582,43.25759,104.09242,3.84513,21.84653,0.128884,0.058986,0.393391,0,1,248.414176,308.492413,-75.907582,3.845126,78.64751,0.329391,4,2.645016,0,1,0.7,5.483822,1
83,34.33985,46.78391,103.12487,1,7.88176,2.237917,0.468343,0,1,0,248.360153,304.966092,-76.875131,1,28.374331,0.111355,4,0,0,1,0.45,2.334795,1
84,34.36103,44.53448,75.77853,1.63798,11.72791,0.562564,0.093487,0,1,1,248.338973,307.215524,-104.221473,1.637983,42.220474,0.193729,0.190116,0.069924,1,1,0.2,4.098704,0
85,34.47149,46.6148,108.59168,2.43549,22.391,1.255944,0.115792,0,0,1,248.228513,305.135203,-71.408318,2.435485,80.607605,0.569144,4,0,0,0,0.7,2.300644,1
86,34.69021,44.50989,75.94213,1.69559,11.94416,0.667136,0.092931,0,1,1,248.009789,307.240111,-104.05787,1.695588,42.998977,0.37741,0.105119,0.720391,1,1,0.2,4.099616,0
87,34.84953,39.11172,90.59241,2.58248,3.79419,19.038601,4,0,0,0,247.850475,312.638283,-89.407586,2.582482,13.659097,0.071522,0.141951,3.713876,1,1,0.15,10.742269,0
88,35.21923,43.48935,75.2556,1.91837,11.85804,0.448757,0.104517,0.085031,1,1,247.480769,308.260646,-104.744404,1.918365,42.688927,0.101139,0.105116,0.64899,1,1,0.15,4.785905,0
89,35.31994,39.44811,87.36311,2.63768,5.26008,15.094564,2.538476,0,0,0,247.380058,312.301889,-92.636886,2.637675,18.936289,0.071923,0.058456,3.838103,1,1,0.2,13.026248,0
90,35.44633,39.52817,84.5218,2.79478,5.44625,16.299376,2.773098,0,0,0,247.253671,312.221827,-95.478204,2.794783,19.606508,0.786779,0.158951,0.584952,1,0,0.1,11.775566,0
91,35.59475,45.57984,116.05853,1.58734,9.07367,1.970225,0.361067,0,1,0,247.105251,306.170164,-63.94147,1.587337,32.665198,0.308012,4,0,0,1,0.3,2.051838,1
92,35.62985,45.5269,115.58232,1.58957,8.79062,2.182075,0.384648,0,1,0,247.070147,306.223099,-64.417682,1.589572,31.646246,0.452341,4,0,0,1,0.45,2.076562,1
93,35.79299,39.39509,95.08259,2.62923,4.52435,16.861951,2.993509,0,0,0,246.907009,312.354915,-84.917408,2.629234,16.287658,0.297913,0.093783,1.157064,1,1,0.3,9.432761,0
94,36.00055,39.01279,87.65891,2.78473,5.41436,15.423756,2.322099,0,0,0,246.69945,312.737209,-92.341092,2.784728,19.491693,0.38343,0.334625,3.726798,1,1,0.15,13.82043,0
95,36.15122,39.11888,87.55829,2.74719,5.70506,14.369683,2.045204,0,0,0,246.548776,312.631125,-92.441706,2.747193,20.538223,0.125361,0.141951,3.840975,1,1,0.3,11.720703,0
96,36.6286,39.33743,87.1233,2.6113,5.59461,14.678728,2.10214,0,0,0,246.071402,312.412571,-92.876701,2.611302,20.140599,0.016489,0.093781,3.831544,1,1,0.25,11.550235,0
97,36.72573,39.41886,88.11478,2.61962,5.28465,16.078841,2.684154,0,0,0,245.974266,312.331144,-91.885225,2.619618,19.024756,0.247403,0.141954,3.605247,1,1,0.25,13.998938,0
98,36.7791,39.41536,88.08894,2.61974,5.28442,16.137561,2.69689,0,0,0,245.920903,312.334636,-91.911064,2.619735,19.023909,0.281398,0.141954,3.199102,1,1,0.3,14.03387,0
99,36.84848,41.13204,87.61854,2.25941,6.32146,12.841868,1.504625,0,1,0,245.85152,310.617962,-92.381465,2.259414,22.757261,0.088318,0.286453,3.365388,1,1,0.2,8.014577,0
100,36.84854,41.12516,87.61846,2.25947,6.32153,12.810985,1.504186,0,1,0,245.851464,310.624843,-92.381539,2.259471,22.757504,0.081705,0.190118,3.372169,1,1,0.3,8.021409,0
101,36.84855,41.13118,87.61873,2.25918,6.3215,12.841602,1.504485,0,1,0,245.851449,310.618825,-92.381273,2.259178,22.757397,0.087561,0.093784,3.366182,1,1,0.25,8.015652,0
102,36.84911,41.03587,87.6342,2.25407,6.32474,10.115308,1.481359,0,1,0,245.850892,310.714134,-92.365799,2.25407,22.769075,0.034276,0.105113,3.4794,1,1,0.2,8.120128,0
103,36.84912,41.03016,87.63391,2.25446,6.32483,10.114247,1.481696,0,1,0,245.850884,310.719845,-92.366095,2.254456,22.769394,0.039926,0.286449,3.485082,1,1,0.3,8.125523,0
104,36.84913,41.03617,87.63417,2.25416,6.3248,10.143518,1.481315,0,1,0,245.850869,310.713827,-92.365829,2.254163,22.769288,0.033966,0.286449,3.479095,1,1,0.25,8.119767,0
105,36.84919,41.02929,87.6341,2.25422,6.32487,10.113715,1.483918,0,1,0,245.850813,310.720708,-92.365903,2.25422,22.76953,0.040843,0.190115,3.485998,1,1,0.3,8.126599,0
106,36.89498,41.12731,87.63535,2.2541,6.32585,12.805478,1.505382,0,1,0,245.805018,310.622687,-92.364651,2.254103,22.773071,0.074179,0.093784,3.387919,1,1,0.3,8.02828,0
107,36.96745,39.34688,88.05956,2.60978,6.05667,12.982015,1.706925,0,1,0,245.732548,312.403125,-91.940441,2.609779,21.804029,0.258579,0.141939,3.896475,1,1,0.15,10.08486,0
108,37.09189,39.47017,88.0435,2.55201,5.753,14.098868,2.080432,0,0,0,245.608114,312.279829,-91.956496,2.552006,20.710796,0.108005,0.190111,3.863422,1,1,0.15,10.914851,0
109,37.18005,39.13829,89.57582,2.63431,4.85536,17.569964,3.030527,0,0,0,245.519949,312.611714,-90.424177,2.634307,17.479295,0.331177,0.238291,3.511107,1,1,0.1,18.389617,0
110,37.26922,39.54079,97.65168,2.64734,5.2397,15.35676,2.284693,0,0,0,245.43078,312.209215,-82.348325,2.647336,18.862905,0.163049,0.141951,0.776957,1,1,0.25,8.77974,0
111,37.30616,39.20664,90.21505,2.65401,5.41651,15.61259,2.275851,0,0,0,245.393836,312.543365,-89.784953,2.654008,19.499422,0.165579,0.141953,3.702657,1,1,0.35,10.747313,0
112,37.61334,39.29996,97.83682,2.63455,4.99604,16.018411,2.356961,0,0,0,245.086663,312.450042,-82.16318,2.634551,17.985727,0.159821,0.141948,0.710255,1,1,0.35,8.913647,0
113,37.81075,39.72631,89.85238,2.58987,6.16848,13.778835,1.857656,0,1,0,244.889252,312.023693,-90.147623,2.589872,22.206522,0.211283,0.190123,3.597113,1,1,0.15,10.409351,0
114,37.82528,39.33108,91.13492,2.57757,5.60039,14.805017,2.148974,0,0,0,244.874725,312.418922,-88.865078,2.577569,20.161386,0.063539,0.051281,3.823681,1,1,0.25,10.432575,0
115,37.86975,39.33234,91.09491,2.57611,5.60706,14.829251,2.15128,0,0,0,244.830251,312.417664,-88.905092,2.576105,20.185423,0.100088,0.051282,2.671816,1,1,0.2,10.439659,0
116,38.4934,39.03555,85.49833,2.60876,5.5766,16.212809,2.402356,0,0,0,244.206598,312.714448,-94.501671,2.608756,20.075775,0.326989,0.23829,1.44285,1,1,0.2,12.493185,0
117,38.70151,38.21468,83.99991,2.50442,3.77738,22.35018,4,0,0,0,243.998494,313.535321,-96.000091,2.504416,13.598554,0.182177,0.19012,2.85216,1,1,0.3,27.419531,0
118,38.89445,46.44986,73.12721,1,13.54041,0.466449,0.080797,0,1,1,243.805548,305.300136,-106.872789,1,48.745463,0.019771,0.190119,0,1,1,0.3,2.652316,0
119,38.92336,38.19207,86.3466,2.58805,4.36096,20.054982,4,0,0,0,243.776645,313.557926,-93.653399,2.588047,15.69947,0.081569,0.14195,3.711363,1,1,0.4,23.464036,0
120,39.47579,46.42097,73.75507,1.03341,13.63811,0.563015,0.110626,0,1,1,243.22421,305.329034,-106.244931,1.033408,49.097189,0.174625,0.058463,0,1,1,0.3,2.675971,0
121,39.49413,46.42103,73.72724,1.03478,13.63677,0.567589,0.111999,0,1,1,243.20587,305.328973,-106.27276,1.034782,49.092384,0.188533,0.051285,0,1,1,0.25,2.672602,0
122,40.07957,42.99034,55.43727,2.01469,7.11516,15.38395,1.854621,0,1,0,242.620427,308.759656,-124.562731,2.014686,25.614585,0.772361,0.13821,0.326495,1,0,0.15,1.356857,0
123,40.24605,41.10804,85.27098,2.1111,7.04511,8.909415,1.158111,0,1,0,242.453954,310.641959,-94.729024,2.111099,25.362394,0.059334,0.238286,3.254267,1,1,0.2,7.469727,0
124,42.36311,45.87701,100.60493,1,8.09734,2.244611,0.469838,0,1,0,240.336891,305.872991,-79.395071,1,29.150439,0.009483,4,0,0,1,0.35,3.263786,1
125,42.38061,45.8721,100.60538,1,8.0957,2.237478,0.47274,0,1,0,240.319389,305.877904,-79.394624,1,29.144509,0.021732,0.141952,0,1,1,0.3,3.268087,0
126,42.58021,39.38995,58.52786,2.69113,13.07793,1.02073,0.275307,0.100553,1,1,240.119792,312.360047,-121.472143,2.691132,47.080544,0.081688,0.158949,0.275251,1,1,0.25,5.01937,0
127,42.58184,39.39546,58.52419,2.69093,13.07477,1.016508,0.275421,0.080267,1,1,240.118162,312.354539,-121.475806,2.690932,47.069177,0.088206,0.266619,0.267624,1,1,0.2,5.012019,0
128,42.5821,39.38812,58.52531,2.69097,13.07749,1.023357,0.275768,0.094432,1,1,240.117898,312.361881,-121.474694,2.690966,47.078948,0.406756,0.26662,0.270964,1,1,0.1,5.020753,0
129,42.71255,39.43617,58.62373,2.70452,13.16839,0.958508,0.257366,0.091135,1,1,239.987449,312.313833,-121.376271,2.704523,47.406216,0.208805,0.058463,0.133281,1,1,0.25,4.983663,0
130,42.71403,39.43661,58.62479,2.70335,13.16555,0.961838,0.258073,0.07671,1,1,239.985974,312.313395,-121.375214,2.703354,47.39597,0.211585,0.158954,0.126398,1,1,0.3,4.984638,0
131,42.71751,39.44882,58.60598,2.70024,13.16787,0.960811,0.25752,0.087028,1,1,239.982492,312.301181,-121.394024,2.700244,47.404317,0.221697,0.058463,0.12302,1,1,0.25,4.978256,0
132,42.79508,39.3925,58.50032,2.68969,13.23854,1.093617,0.295518,0.096564,1,1,239.90492,312.357498,-121.499677,2.689688,47.658739,0.177981,0.158951,0.079341,1,1,0.2,5.071063,0
133,42.79523,39.39253,58.50146,2.68969,13.23761,1.093544,0.295774,0.091674,1,1,239.904767,312.357467,-121.498544,2.689688,47.655408,0.165268,0.058461,0.098122,1,1,0.3,5.070702,0
134,43.09777,43.93341,100.33617,1.5392,8.13014,5.464594,0.626296,0,1,0,239.602233,307.816592,-79.663833,1.539202,29.2685,0.443205,0.141953,2.064252,1,1,0.2,4.830534,0
135,43.10451,43.94565,100.33298,1.56132,8.1301,6.007344,0.843034,0,1,0,239.595492,307.804348,-79.667022,1.561316,29.268376,0.515939,0.058458,0,1,0,0.2,4.803503,0
136,44.03284,43.34579,101.34653,1.53414,8.25,2.646817,0.433992,0,1,0,238.66716,308.404212,-78.653469,1.534144,29.700007,0.333325,0.141945,0.084522,1,1,0.15,5.289145,0
137,44.80535,39.78815,88.13501,4.05473,22.98422,1.047979,0.143615,1.498593,0,1,237.894648,311.961854,-91.864987,4.054729,82.743183,0.178001,0.200813,3.065251,1,1,0.15,9.89931,0
138,44.92743,40.55544,111.14479,2.47216,9.24347,1.951847,0.259476,0,1,0,237.772575,311.194564,-68.855209,2.472159,33.276503,0.150068,4,1.134231,0,1,0.4,5.957752,1
139,44.94365,40.71752,111.72135,2.43615,9.23288,1.931564,0.264888,0,1,0,237.756351,311.032477,-68.278655,2.43615,33.238362,0.137899,4,1.123542,0,1,0.4,5.740076,1
140,44.94806,40.49568,111.50773,2.4652,9.27076,1.807839,0.235018,0,1,0,237.751939,311.254318,-68.492267,2.465197,33.374732,0.16539,4,0.039946,0,1,0.45,5.973236,1
141,45.71464,38.44854,90.86899,4.49299,22.79513,1.36951,4,2.220485,0,1,236.985358,313.301459,-89.131011,4.492988,82.062471,0.048208,0.217084,4.543638,1,1,0.35,11.437325,0
142,45.71801,39.67318,112.05395,2.74777,9.25392,2.187529,0.274286,0,1,0,236.981988,312.076822,-67.946054,2.747769,33.314099,0.366258,4,0.199363,0,1,0.35,6.305643,1
143,45.73761,39.60807,111.99699,2.75197,9.23312,2.167128,0.281628,0,1,0,236.962388,312.141926,-68.003006,2.751968,33.239218,0.392983,4,0.11357,0,1,0.4,6.367143,1
144,45.73951,38.42835,95.24265,4.47094,22.26364,1.378498,4,0.941078,0,1,236.960489,313.321647,-84.757349,4.470939,80.149096,0.057809,0.041028,0.345477,1,1,0.2,10.871044,0
145,45.75192,38.43788,95.25572,4.48433,22.26542,1.34245,4,0.873012,0,1,236.948079,313.312124,-84.744276,4.484326,80.155519,0.093871,4,0.30664,0,1,0.4,10.857937,1
146,47.36841,43.07006,146.05705,2.35544,1.04836,31.914572,4,0,0,0,235.331595,308.679945,-33.942952,2.355435,3.774107,0.469963,4,0,0,1,0.45,26.880992,1
147,47.38408,43.20782,145.97267,2.29157,1.03709,32.199953,4,0,0,0,235.315919,308.542184,-34.027329,2.291567,3.73352,0.360008,4,0,0,1,0.65,27.098156,1
148,47.41682,43.72707,148.33445,2.46641,2.0759,27.653973,4,0,0,0,235.283184,308.022928,-31.665547,2.46641,7.473251,0.361408,4,0,0,1,0.5,20.119151,1
149,47.45634,43.11483,145.66013,2.43433,1.26958,31.384113,4,0,0,0,235.243663,308.635173,-34.339873,2.43433,4.570482,0.475447,0.196404,0,0,1,0.3,24.842095,1
150,47.51774,35,50.1489,3.16594,7.71983,12.788439,1.652345,0,1,0,235.182265,316.75,-129.851103,3.165939,27.791379,0.515057,0.302483,0.344011,1,1,0.15,3.011569,0
151,48.21144,35.31861,48.89633,3.1596,7.64691,14.276298,2.122647,0,0,0,234.488565,316.431392,-131.103673,3.159604,27.528891,0.239489,0.080646,0.233023,1,1,0.25,4.033111,0
152,48.48096,46.1777,142.88811,1.13027,2.09162,32.282964,4,0,0,0,234.219036,305.572297,-37.11189,1.130274,7.529836,0.037092,4,0,0,1,0.85,21.396991,1
153,50.73341,39.41234,42.51675,2.92136,14.60476,1.332751,4,0.081191,0,0,231.966587,312.33766,-137.483255,2.921357,52.577138,1.180986,0.258328,0.020159,1,0,0.15,1.911149,0
154,50.77893,38.04463,52.60109,2.71024,14.62819,2.326396,4,0.007932,0,0,231.921071,313.705367,-127.398907,2.710241,52.661479,0.142851,0.099133,0.143649,1,1,0.25,5.209912,0
155,50.93254,44.10279,40,1.51969,6.49872,19.43931,2.415038,0,0,0,231.767456,307.647207,-140,1.519688,23.39538,0.031565,0.158952,0.327881,1,1,0.15,4.736523,0
156,50.93411,44.10281,40.0462,1.5209,6.49987,19.488211,2.465498,0,0,0,231.765888,307.647193,-139.953799,1.520902,23.399538,0.04973,0.158953,0.30857,1,1,0.2,4.739169,0
157,50.93417,44.10281,40.04397,1.52124,6.49936,19.493143,2.466716,0,0,0,231.765835,307.647191,-139.95603,1.521241,23.397686,0.050563,0.158953,0,1,1,0.15,4.74309,0
158,50.9343,44.1028,40.04363,1.52133,6.49963,19.492111,2.466063,0,0,0,231.765701,307.647196,-139.956371,1.521332,23.398653,0.050245,0.058462,0.30786,1,1,0.25,4.743379,0
159,50.93977,44.10292,40.03703,1.52681,6.50257,19.612224,2.464863,0,0,0,231.76023,307.647083,-139.962972,1.526805,23.409241,0.081874,0.158953,0,1,1,0.3,4.783552,0
160,50.94961,44.1028,40.11235,1.52043,6.49798,19.53276,2.47196,0,0,0,231.750386,307.647198,-139.887654,1.520431,23.392741,0.049533,0.158953,0.30464,1,1,0.25,4.734612,0
161,50.95016,44.1028,40.11068,1.52014,6.49804,19.531783,2.472546,0,0,0,231.749843,307.647197,-139.889323,1.520141,23.392954,0.050002,0.058462,0.304014,1,1,0.2,4.732489,0
162,51.29595,44.1012,42.62789,1.43286,6.54067,18.656881,2.22193,0,0,0,231.404052,307.6488,-137.37211,1.432857,23.546408,0.074304,0.212786,0.18739,1,1,0.2,3.743179,0
163,51.41881,39.81382,64.31367,2.21266,14.62193,1.468378,4,0.014827,0,1,231.281186,311.936181,-115.686335,2.212657,52.638947,0.29114,0.058463,0.766444,1,1,0.15,6.263003,0
164,51.60545,39.72983,40,3.87872,22.83799,2.588086,4,0.006292,0,0,231.094551,312.02017,-140,3.878718,82.216758,0.616529,0.302525,0.013123,1,0,0.1,2.704767,0
165,51.61276,37.40123,51.07155,2.7759,14.90765,2.922908,4,0.008503,0,0,231.087245,314.348766,-128.928453,2.775899,53.667527,0.294859,0.18046,0.157452,1,1,0.15,5.485945,0
166,51.61628,37.52465,51.89728,2.77925,14.91111,2.713354,4,0.064012,0,0,231.083719,314.225354,-128.102724,2.779248,53.680012,0.0356,0.119471,0.385005,1,1,0.25,5.468895,0
167,52.13815,45.23777,54.67068,1.51714,21.24344,0.386935,0.062727,0,0,1,230.561852,306.512233,-125.329319,1.517135,76.476385,0.309094,0.105119,0.070342,1,1,0.35,2.473614,0
168,52.14918,45.19901,54.65576,1.42155,21.4855,0.677899,0.086381,0.158365,0,1,230.550816,306.550994,-125.344237,1.421552,77.347803,0.437797,0.158932,0.00585,1,1,0.15,2.689011,0
169,52.14966,45.29922,54.66533,1.4077,21.4357,0.601175,0.087287,0.02524,0,1,230.550337,306.450777,-125.334674,1.407697,77.16851,0.777034,0.058453,0.499798,1,1,0.1,2.605918,0
170,52.26406,37.42349,51.58542,3.96564,23.05472,3.484394,4,0.068902,0,0,230.435938,314.326506,-128.414585,3.965641,82.996974,0.119443,0.119463,0.193017,1,1,0.2,6.074546,0
171,52.38408,39.20311,65.05726,2.50994,14.59488,0.778527,0.195435,0.02451,1,1,230.315916,312.546895,-114.942742,2.509943,52.541561,1.517083,0.363525,0,1,0,0.25,6.272857,0
172,52.3922,39.17568,63.31367,2.50599,14.60988,0.915092,0.216291,0.09191,1,1,230.307798,312.574319,-116.686335,2.505985,52.595581,1.386394,0.258204,0.092645,1,0,0.15,6.032964,0
173,52.40424,38.83831,52.41163,2.27945,14.07053,2.483277,4,0.045327,0,0,230.295763,312.91169,-127.588366,2.279445,50.653901,0.910258,0.302362,0.019382,1,1,0.15,5.187286,0
174,52.6838,45.34882,56.6085,1.55303,21.45016,0.148384,0.057376,0,0,1,230.016205,306.401183,-123.391499,1.55303,77.220572,0.439208,0.212788,0,1,0,0.35,2.414716,0
175,52.68522,45.27077,56.32265,1.44176,21.45743,0.463386,0.054857,0,0,1,230.014783,306.479227,-123.677349,1.441762,77.246748,0.378429,0.105116,1.13899,1,1,0.2,2.647978,0
176,52.69413,45.27143,56.25556,1.44106,21.4575,0.467143,0.055067,0,0,1,230.005868,306.47857,-123.744436,1.441062,77.246982,0.081176,0.212783,0.419941,1,1,0.2,2.644526,0
177,52.99226,46.37523,132.19705,1.20572,18.04636,0.092862,4,0,0,1,229.707737,305.374769,-47.802946,1.205722,64.966886,0.058013,4,0,0,1,0.65,1.357704,1
178,53.1174,38.24912,57.11516,3.49429,22.98565,3.156846,4,0.007315,0,0,229.582605,313.500883,-122.884841,3.494295,82.748336,0.244669,0.266589,0.577574,1,1,0.15,6.695062,0
179,53.47733,41.98941,138.93336,3.14871,10.75475,1.613336,0.205136,0,1,0,229.222669,309.760591,-41.066636,3.148712,38.717094,0.733808,4,0,0,0,0.5,1.858104,1
180,53.64233,46.40929,131.85589,1.20156,18.05404,0.161005,0.077718,0,1,1,229.057671,305.340709,-48.144107,1.201563,64.994547,0.297327,4,0,0,1,0.6,1.320047,1
181,53.91509,46.3669,133.38159,1.19912,18.05924,0.063231,4,0,0,1,228.784915,305.383096,-46.618414,1.199115,65.013248,0.048718,4,0,0,1,0.6,1.286336,1
182,53.91586,46.36691,133.38177,1.19912,18.05924,0.063478,4,0,0,1,228.784144,305.383092,-46.618227,1.199124,65.013248,0.049308,4,0,0,1,0.7,1.286284,1
183,53.92055,46.36915,133.36442,1.19885,18.05958,0.067424,4,0,0,1,228.77945,305.380849,-46.635579,1.198854,65.014499,0.050973,4,0,0,1,0.55,1.285226,1
184,53.92813,46.36865,133.37082,1.19864,18.05943,0.069975,4,0,0,1,228.771867,305.381351,-46.629182,1.198642,65.013945,0.057764,4,0,0,1,0.5,1.285669,1
185,53.92868,46.36733,133.36736,1.19884,18.05945,0.069384,4,0,0,1,228.771321,305.382667,-46.632642,1.198835,65.014002,0.058922,4,0,0,1,0.6,1.286758,1
186,53.98199,46.96157,64.97608,1,21.1568,0.52876,0.064734,0,0,1,228.718007,304.788427,-115.023924,1,76.164497,0.559562,0.119442,0,1,0,0.2,1.911021,0
187,58.13701,40.00751,136.016,2.94877,10.85818,0.39371,4,0.053385,0,1,224.562995,311.742493,-43.984005,2.948771,39.089451,0.420425,4,0.362012,0,1,0.5,0.429022,1
188,58.96231,39.98773,134.80333,2.97374,10.72937,0.894817,0.140071,0,1,1,223.737692,311.762274,-45.196674,2.973744,38.62574,0.238729,4,0.307564,0,1,0.6,0.384883,1
189,64.22302,37.66763,104.70077,2.90287,21.4052,2.975087,4,0.100058,0,0,218.476982,314.082367,-75.299228,2.902869,77.058704,0.16779,4,1.663979,0,1,0.4,10.373634,1
190,64.23121,37.6692,104.71683,2.91099,21.39791,2.951423,4,0.024736,0,0,218.468794,314.080804,-75.283171,2.910988,77.032468,0.189085,4,1.597755,0,1,0.25,10.364271,1
191,66.15036,39.6424,117.01343,2.56558,20.93871,2.312199,4,0.230946,0,0,216.549637,312.107602,-62.986573,2.565581,75.379364,0.083461,4,0.358015,0,1,0.25,7.029749,1
192,66.88639,42.55318,157.69819,5,14.9449,0.251197,4,0,0,1,215.813608,309.196817,-22.301807,5,53.80165,0.703867,4,0,0,0,0.6,10.534367,1
193,68.06742,44.56516,134.01446,1.75978,23.21139,0.703334,0.103146,0.141291,0,1,214.632585,307.18484,-45.985536,1.759777,83.561004,0.411227,4,0.100946,0,1,0.55,2.031952,1
194,68.39265,43.06007,129.41584,2.09614,22.82602,1.148512,0.123107,0.122872,0,1,214.307355,308.689931,-50.584158,2.096144,82.17366,0.485425,4,0.621191,0,1,0.45,3.211526,1
195,68.3933,43.06138,129.40873,2.09649,22.81805,1.146567,0.123478,0.091584,0,1,214.306703,308.688621,-50.591274,2.09649,82.144962,0.137902,4,0.584246,0,1,0.55,3.20904,1
196,68.39588,43.05497,129.48283,2.0959,22.82816,1.158459,0.123033,0.132463,0,1,214.304119,308.695035,-50.517172,2.0959,82.181375,0.473421,4,0.640875,0,1,0.4,3.211641,1
197,68.89606,43.41932,131.17906,2.12105,23.00031,0.874398,0.091988,0.052197,0,1,213.803945,308.330681,-48.820944,2.121054,82.801124,0.167668,4,0.222105,0,1,0.4,2.665202,1
198,68.89848,43.41687,131.22929,2.12059,23.00409,0.880179,0.091704,0.066403,0,1,213.801516,308.333133,-48.770714,2.120587,82.814711,0.148026,4,0.234802,0,1,0.3,2.664733,1
199,69.9037,41.31963,154.00361,3.7701,8.55748,2.470531,0.329695,0,1,0,212.796296,310.430374,-25.996388,3.770104,30.806922,0.008047,4,0.522956,0,1,0.35,13.781206,1
200,69.96118,43.11124,130.88316,2.11113,22.96144,1.102664,0.117587,0.086557,0,1,212.738822,308.638756,-49.116841,2.11113,82.661198,0.047072,4,0.501155,0,1,0.25,2.947643,1
201,70.38582,40.9052,50.81239,1.97313,22.00176,2.702349,4,0.008199,0,0,212.314183,310.844805,-129.18761,1.973133,79.206346,0.044106,0.158953,0.012504,1,1,0.35,4.799736,0
202,70.39129,40.90517,50.81299,1.97324,22.00364,2.702006,4,0.007921,0,0,212.308709,310.844826,-129.187011,1.973244,79.213116,0.044144,0.158953,0.012118,1,1,0.3,4.799604,0
203,70.52234,40.92718,50.58663,1.96315,22.15792,2.753953,4,0.017553,0,0,212.177658,310.822823,-129.41337,1.963145,79.768529,0.108898,0.212784,0.509445,1,1,0.1,4.805589,0
204,70.52566,40.92722,50.70564,1.96103,22.16446,2.750286,4,0.062761,0,0,212.174345,310.822782,-129.294364,1.961025,79.792071,0.365625,0.105115,0.012235,1,1,0.3,4.821881,0
205,71.0711,46.66753,48.11373,1,24.19613,0.1203,0.043174,0,0,1,211.628902,305.082469,-131.886271,1,87.106059,0.360421,0.266622,0,1,1,0.2,1.309537,0
206,71.40493,44.72206,154.10914,4.03012,24.81672,0.36183,0.168703,0,0,1,211.295066,307.027939,-25.890856,4.030123,89.340201,0.497388,4,0,0,0,0.5,4.422316,1
207,71.49162,44.74076,154.126,4.0297,24.81673,0.370484,0.17196,0,0,1,211.208377,307.009239,-25.874004,4.029703,89.340244,0.528139,0.218357,0,0,0,0.25,4.453838,1
208,71.60469,40.95014,50.97453,1.93301,21.93383,2.653734,4,0.033534,0,0,211.095309,310.799862,-129.025474,1.93301,78.961797,0.21598,0.105119,0.208933,1,1,0.3,4.775988,0
209,71.64739,40.90672,152.3583,3.56307,8.35863,3.473853,0.370442,0,1,0,211.052607,310.84328,-27.641705,3.563072,30.091062,0.498734,4,0.171916,0,1,0.35,12.870648,1
210,71.67273,40.9186,152.37177,3.56901,8.35116,3.602715,0.370725,0,1,0,211.027266,310.831405,-27.628235,3.569011,30.064193,0.49372,4,0.170449,0,1,0.35,12.937212,1
211,71.69216,40.9088,152.36757,3.56697,8.34832,3.591555,0.374516,0,1,0,211.007842,310.841204,-27.632428,3.566965,30.053952,0.516334,0.045616,0.146377,1,1,0.25,12.928504,0
212,71.71296,40.91001,152.35506,3.55605,8.33716,3.570895,0.380623,0,1,0,210.987039,310.839995,-27.644941,3.55605,30.013771,0.098505,4,0.049588,0,1,0.45,12.902749,1
213,71.72169,40.90881,152.3619,3.56696,8.34855,3.616827,0.375888,0,1,0,210.97831,310.841193,-27.638099,3.566956,30.054774,0.040002,4,0.096951,0,1,0.2,12.935186,1
214,71.72838,40.90892,152.3689,3.56715,8.36096,3.558047,0.374349,0,1,0,210.971619,310.841085,-27.631103,3.567149,30.099447,0.025418,4,0.114702,0,1,0.45,12.915005,1
215,71.74839,40.90747,152.41606,3.5539,8.34317,3.385804,0.358654,0,1,0,210.951608,310.842527,-27.58394,3.553899,30.035411,0.12752,4,0.014045,0,1,0.8,12.906603,1
216,71.9317,43.6757,149.63639,4.10703,24.61366,0.206177,4,0,0,1,210.768298,308.074299,-30.363606,4.107033,88.609181,0.726804,4,0,0,0,0.6,3.198322,1
217,71.95966,43.20972,158.98026,4.01667,15.24515,0.152252,4,0,0,1,210.740343,308.540279,-21.019739,4.016673,54.882538,0.257855,0.14388,0,0,1,0.4,9.151271,1
218,72.40523,43.72206,153.11131,4.11397,24.71177,0.323574,4,0,0,1,210.294773,308.027938,-26.888693,4.113969,88.962378,0.050938,4,0.129353,0,1,0.4,3.685114,1
